date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:59	15720/15720	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:19:59%20GMT	https://static.wixstatic.com/media/e1cedd_1f0121c39d5b4789a4a60a736b20672b~mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_1f0121c39d5b4789a4a60a736b20672b_mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:01	715754/715754	---MCZ	200	added ('OK')	text/html	etag:W/%229038273d43e904398c524639559eecac%22	https://faithfutures5.wixsite.com/mysite/team/ashley-amerson	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/ashley-amerson.html	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:01	10382/10382	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:01%20GMT	https://static.wixstatic.com/media/e1cedd_c2f6c7b374954494b11330dfedc4269b~mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_c2f6c7b374954494b11330dfedc4269b_mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:02	716068/716068	---MCZ	200	added ('OK')	text/html	etag:W/%22df30f6b4f63045651b3aefa438889a6d%22	https://faithfutures5.wixsite.com/mysite/team/marcus-harris	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/marcus-harris.html	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:03	15092/15092	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:02%20GMT	https://static.wixstatic.com/media/e1cedd_72b6f37af43e4ae8b78b06fe08f9d5c0~mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_72b6f37af43e4ae8b78b06fe08f9d5c0_mv2.jpg/v1/fill/w_279,h_280,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:04	716066/716066	---MCZ	200	added ('OK')	text/html	etag:W/%22be37416e77143600b9a3c0570e2b26ef%22	https://faithfutures5.wixsite.com/mysite/team/brad-grecco	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/brad-grecco.html	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:04	26636/26636	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:04%20GMT	https://static.wixstatic.com/media/e1cedd_0a42475bbb5743f693b4b60d4f09a9c3~mv2.jpeg/v1/fill/w_279,h_280,al_c,lg_1,q_80,enc_avif,quality_auto/Image-empty-state.jpeg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_0a42475bbb5743f693b4b60d4f09a9c3_mv2.jpeg/v1/fill/w_279,h_280,al_c,lg_1,q_80,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team)
22:20:05	2099/2099	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:04%20GMT	https://static.wixstatic.com/media/e1cedd_adffa9be671044bb9dd91afe35a0a227~mv2.jpeg/v1/fill/w_81,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_adffa9be671044bb9dd91afe35a0a227~mv2.jpeg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_adffa9be671044bb9dd91afe35a0a227_mv2.jpeg/v1/fill/w_81,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_adffa9be671044bb9dd91afe35a0a227_mv2.jpg	(from https://faithfutures5.wixsite.com/mysite/about-5)
22:20:05	1319/1319	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:05%20GMT	https://static.wixstatic.com/media/e1cedd_8af1319e8eff4fa1a62c9f4be03a8098~mv2.jpg/v1/fill/w_81,h_48,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_8af1319e8eff4fa1a62c9f4be03a8098~mv2.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_8af1319e8eff4fa1a62c9f4be03a8098_mv2.jpg/v1/fill/w_81,h_48,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_8af1319e8eff4fa1a62c9f4be03a8098_mv2.jpg	(from https://faithfutures5.wixsite.com/mysite/copy-of-north-greenville-university-1)
22:20:06	41751/41751	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Dec%202024%2003:20:06%20GMT	https://static.wixstatic.com/media/e1cedd_1ebb8289e4ca4668ac3765eca1263f41~mv2.png/v1/crop/x_0,y_224,w_555,h_107,q_85,blur_1,enc_auto/e1cedd_1ebb8289e4ca4668ac3765eca1263f41~mv2.png	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_1ebb8289e4ca4668ac3765eca1263f41_mv2.png/v1/crop/x_0,y_224,w_555,h_107,q_85,blur_1,enc_auto/e1cedd_1ebb8289e4ca4668ac3765eca1263f41_mv2.png	(from https://faithfutures5.wixsite.com/mysite/copy-of-southern-wesleyan-university-1)
22:20:06	5316/5316	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Dec%202024%2003:20:06%20GMT	https://static.wixstatic.com/media/e1cedd_8cd8f12a5b2e499088efb5a2328166ad~mv2.png/v1/fill/w_81,h_47,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_8cd8f12a5b2e499088efb5a2328166ad~mv2.png	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_8cd8f12a5b2e499088efb5a2328166ad_mv2.png/v1/fill/w_81,h_47,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_8cd8f12a5b2e499088efb5a2328166ad_mv2.png	(from https://faithfutures5.wixsite.com/mysite/copy-of-north-greenville-university)
22:20:07	5510/5510	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Dec%202024%2003:20:07%20GMT	https://static.wixstatic.com/media/e1cedd_9bf634bef16c4c3c992d3e367dd96c46~mv2.png/v1/fill/w_71,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_9bf634bef16c4c3c992d3e367dd96c46~mv2.png	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_9bf634bef16c4c3c992d3e367dd96c46_mv2.png/v1/fill/w_71,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/e1cedd_9bf634bef16c4c3c992d3e367dd96c46_mv2.png	(from https://faithfutures5.wixsite.com/mysite/copy-of-southern-wesleyan-university)
22:20:09	653406/653406	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22ea5a7458381be8c72238926555571992%22	https://faithfutures5.wixsite.com/mysite/team/c	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/c.44.delayed	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:10	653519/653519	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22ce62cec0c3a8099c4626d94e5353a3f3%22	https://faithfutures5.wixsite.com/mysite/team/t	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/t.45.delayed	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:11	16925/16925	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:11%20GMT	https://static.wixstatic.com/media/e1cedd_6438504b47ae4a53a723112ed4539c86~mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_6438504b47ae4a53a723112ed4539c86_mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:12	653487/653487	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e9753aec396679c0160998fa303aae8d%22	https://faithfutures5.wixsite.com/mysite/team/robots.txt	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/robots.47.delayed	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:13	2477/2477	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Dec%202024%2003:20:13%20GMT	https://faithfutures5.wixsite.com/mysite/team/sitemap.xml	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/sitemap.48.delayed	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:13	2478/2478	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Dec%202024%2003:20:13%20GMT	https://faithfutures5.wixsite.com/mysite/team/feed.xml	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/feed.49.delayed	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:14	563480/563480	---M-Z	200	added ('OK')	application/javascript	etag:W/%222e6ce292623caefb6de4a8d22520bc9b%22	https://static.parastorage.com/services/ricos-viewer-ooi/10.106.4/ricosviewerViewerWidget.bundle.min.js	C:/My%20Web%20Sites/Project%20M%20FINAL/static.parastorage.com/services/ricos-viewer-ooi/10.106.4/ricosviewerViewerWidget.bundle.min.js	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:15	511621/511621	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2003:20:15%20GMT	https://faithfutures5.wixsite.com/mysite/team/decodeURIComponent(e	C:/My%20Web%20Sites/Project%20M%20FINAL/faithfutures5.wixsite.com/mysite/team/decodeURIComponent(e.html	(from https://faithfutures5.wixsite.com/mysite/team/brian-chung)
22:20:16	24557/24557	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:15%20GMT	https://static.wixstatic.com/media/e1cedd_1f0121c39d5b4789a4a60a736b20672b~mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_1f0121c39d5b4789a4a60a736b20672b_mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team/kelly-parker)
22:20:16	16786/16786	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:16%20GMT	https://static.wixstatic.com/media/e1cedd_c2f6c7b374954494b11330dfedc4269b~mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_c2f6c7b374954494b11330dfedc4269b_mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team/ashley-amerson)
22:20:17	24751/24751	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:16%20GMT	https://static.wixstatic.com/media/e1cedd_72b6f37af43e4ae8b78b06fe08f9d5c0~mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_72b6f37af43e4ae8b78b06fe08f9d5c0_mv2.jpg/v1/fill/w_392,h_392,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team/marcus-harris)
22:20:18	34557/34557	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Dec%202024%2003:20:17%20GMT	https://static.wixstatic.com/media/e1cedd_0a42475bbb5743f693b4b60d4f09a9c3~mv2.jpeg/v1/fill/w_336,h_336,al_c,lg_1,q_80,enc_avif,quality_auto/Image-empty-state.jpeg	C:/My%20Web%20Sites/Project%20M%20FINAL/static.wixstatic.com/media/e1cedd_0a42475bbb5743f693b4b60d4f09a9c3_mv2.jpeg/v1/fill/w_336,h_336,al_c,lg_1,q_80,enc_avif,quality_auto/Image-empty-state.jpg	(from https://faithfutures5.wixsite.com/mysite/team/brad-grecco)
